company_name,location,location_type,sales,url,phone_number
"Suzhou Xiurui Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Suzhou Yalian Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Suzhou Yege Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Suzhou Zhenliang Steel Structure Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Suzhou Zhimi Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.10690239.com,
"Suzhou Zhongzhuofang Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Tai'An Aiyi Chuangxun Electrical Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Tai'An Tianxingjian Construction Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Taihe (Shandong) New Type Building Materials Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Taiping Yanghaishang Construction Group Co., Ltd.",Hainan(China),Headquarters,274234000,,
"Tairan Xiaozhen Development Co., Ltd.",Shanghai(China),Headquarters,274234000,,
"Taiyuan Longcheng Property Development Co., Ltd.",Shanxi(China),Headquarters,274234000,,
"Taizhou Chengtou Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Taizhou Hanyang Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Taizhou Hongshunte Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Taizhou Meinuan Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.cxcoo.cn,
"Taizhou Sanpan Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Taizhou Xusen Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.trustjs.com,
"Tanghe County Shengxia Real Estate Development Group Co., Ltd.",Henan(China),Headquarters,274234000,,
"Tangshan Zhonghai Dongfang Construction Installation Engineering Co., Ltd.",Hebei(China),Headquarters,274234000,,
"Tangshan Zhongshang Zhenghe Architecture Engineering Co., Ltd.",Hebei(China),Headquarters,274234000,www.ccigicl.com,
"Tangyin County Yilan Construction Co., Ltd.",Henan(China),Headquarters,274234000,,
"Tianen Construction Group Holding Co., Ltd.",Hubei(China),Headquarters,274234000,www.tianenjs.com,
"Tianjin Haiwai Construction Engineering Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Huacai Xinxing Architecture Engineering Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Rundong Jiacheng Architecture Engineering Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Sanjiang Construction Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Shangshufang Architecture Engineering Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Shiji Tianda Architecture Engineering Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Zhongtian Yihua Architecture Engineering Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Tianjin Zhuzong Construction Gongchengzong Contracting Co., Ltd.",Tianjin(China),Headquarters,274234000,www.tjzhuzongjianshe.com,2258711555.0
"Tianmu Engineering Design Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Tibet Fuzhang Construction Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,www.ccin-3.com,
"Tibet Haoyao Industry Co., Ltd.",Xizang(China),Headquarters,274234000,,
"Tibet Minlu Construction Co., Ltd.",Xizang(China),Headquarters,274234000,www.fjbaichuan.cn,
"Tibet Qinghong Construction Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,www.cccc-6.com,
"Tibet Qiyang Architecture Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,,
"Tibet Rongye Construction Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,,
"Tibet Sanghai Construction Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,,
"Tibet Shannan Fuxing Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,www.xzfxygpt.cn,
"Tibet Tiansong Construction Engineering Co., Ltd.",Xizang(China),Headquarters,274234000,www.scsbjs.cn,
"Tibet Yaxi Construction Co., Ltd.",Xizang(China),Headquarters,274234000,,8916569309.0
"Tongliao Ruicheng Industry Co., Ltd.",Inner Mongolia(China),Headquarters,274234000,,
"Tuquan County Chunzhou Real Estate Development Co., Ltd.",Inner Mongolia(China),Headquarters,274234000,,4822241999.0
"Wandi Construction Group Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.anhuitrjg.com,
"Wanjiang Construction Engineering (Beijing) Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Weifang Moqing Architecture Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Weifang Ruichi Architecture Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Weijing Construction (Guangdong) Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Wenshan Zhonghao Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Wenzhou Hongxu Architecture Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Wenzhou Xingeju Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Wenzhou Zhongyu Construction Co., Ltd.",Sichuan(China),Headquarters,274234000,,
Wugang Oxygen Qunxing Industry & Trade Company,Hubei(China),Headquarters,274234000,www.wuganggroup.cn,
"Wuhai Dongheng Architecture Engineering Co., Ltd.",Inner Mongolia(China),Headquarters,274234000,,
"Wuhan Hongqiyi Construction Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Jishunpin Architecture Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Jitian Hengyu Architecture Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Jiuguantao Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Junkun Wenpeng Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Kaiyu Shuhao Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Lancheng Jiashi Xiaozhen Construction Co., Ltd.",Hubei(China),Headquarters,274234000,www.bluetowngroup.com,
"Wuhan Lezhan Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,www.wrgc.cn,
"Wuhan Paixu Construction Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Panfeng Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Shengtai Construction Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Xunbang Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Yiya Qunxiong Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhan Yunrong Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Wuhu Maixun Construction Engineering Co., Ltd.",Anhui(China),Headquarters,274234000,,
"Wuxi Chuanghong Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Wuxi Dekai Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Wuxi Dingqing Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Wuxi Hongshi Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Wuxi Taiheng Foundation Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.tyhen.cn,51083590747.0
"Wuxi Weijuan Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Xi County Gejia Architecture Decoration Engineering Co., Ltd.",Henan(China),Headquarters,274234000,,
"Xi'An Construction Engineering Architectural Design Service Group Co., Ltd.",Shaanxi(China),Headquarters,274234000,www.xaceg.com.cn,
"Xi'An Construction Engineering Second Construction Group Co., Ltd.",Shaanxi(China),Headquarters,274234000,www.xaceg.com.cn,
"Xi'An Construction Engineering Zhongxin Construction Development Co., Ltd.",Shaanxi(China),Headquarters,274234000,www.xaceg.com.cn,
"Xi'An Yiyu Traffic Engineering Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Xiamen Guangxia Engineering Construction Co.,Ltd.",Fujian(China),Headquarters,274234000,,5925669298.0
"Xiamen Haitou International Navigation Center Development Co.,Ltd.",Fujian(China),Headquarters,274234000,,
"Xiamen Jingrui Construction Engineering Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Xiaozongxiong Culture Tourism Development Co., Ltd.",Sichuan(China),Headquarters,274234000,www.zhongguolantian.com,
"Xiayi County Bailaohui Construction Development Co., Ltd.",Henan(China),Headquarters,274234000,,
"Xibei Huibang Hainan Construction Engineering Co., Ltd.",Hainan(China),Headquarters,274234000,,
"Ximu Construction Installation (Liaoning) Co., Ltd.",Liaoning(China),Headquarters,274234000,,
"Xingda Water-Proof Engineering Co., Ltd.",Henan(China),Headquarters,274234000,,
"Xingtai Construction Engineering Co., Ltd.",Inner Mongolia(China),Headquarters,274234000,www.xtqrcode.com,
"Xinshu Construction Engineering (Shenzhen) Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Xinxiang Construction Engineering Construction Co., Ltd.",Henan(China),Headquarters,274234000,,
"Xinxiang Tuorong Industry Co., Ltd.",Henan(China),Headquarters,274234000,,
"Xinyulong (Shenzhen) Architecture Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Xiongtian Construction Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Xiyulong Water Conservancy And Hydroelectronic Project Construction Liaoning Co. , Ltd.",Liaoning(China),Headquarters,274234000,,
"Xunwu Hexing Construction Co., Ltd.",Jiangxi(China),Headquarters,274234000,,
"Xuzhou Fanshang Architecture Labor Service Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
Xuzhou Jiawang District Architecture Engineering Head Office,Jiangsu(China),Headquarters,274234000,,
"Xuzhou Jinlonghu Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.xzjlh.com,
"Xuzhou Kaipeng Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Xuzhou Luanxuan Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Xuzhou Shengtong Property Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Xuzhou Weisheng Real Estate Development Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.gemdalepi.com,
"Xuzhou Zhengshuo Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yan'An Jinjia Construction Engineering Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Yan'An Jintai Construction Engineering Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Yancheng Chubang Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Deqian Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Fuweipai Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Hongxia Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Hongyigu Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Huayixu Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Kaice Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Leikang Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Ruiguanetian Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Ruze Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Shuaihao Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Tangyao Construction Development Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Weishi Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Xinboxiang Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Xixuan Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Xuande Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Zhaoyihe Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yancheng Zhutao Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yangzhou Beijun Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yangzhou Kaiyao Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yangzhou Yuboheng Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,www.gktyjz.cn,
"Yantai Juying Construction Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Yibin Shangding Construction Engineering Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Yichun Ruilong Architecture Engineering Co., Ltd.",Heilongjiang(China),Headquarters,274234000,,
"Yijia Cable Holding (Shenzhen) Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Yiming Xingyuan Architecture Technology (Yingcheng) Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Yinchuan Tianshan Real Estate Development Co., Ltd.",Ningxia(China),Headquarters,274234000,www.tian-shan.com,
"Yingkaisuan (Shenzhen) Industry Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Yingkou Traffic Technology Engineering Co., Ltd.",Liaoning(China),Headquarters,274234000,www.ykjjt.cn,
"Yingshan Ruixiang Construction Labor Services Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Yongxun Construction Co., Ltd.",Jiangxi(China),Headquarters,274234000,,
"Youmeishu Zhuangpeishi Architecture (Qingdao) Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Yuanxiang Construction Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Yuanyang County Urban & Rural Construction Investment Development Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yueqing Kongjia Steel Structure Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Yugong (Zhengzhou) Design Research Institute Co., Ltd.",Henan(China),Headquarters,274234000,,
"Yuhuajing Construction (Jiangsu) Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Yunnan Gerui City Environment Planning Design Co., Ltd.",Yunnan(China),Headquarters,274234000,,87165722200.0
"Yunnan Hongjia Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Jiangteng Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Jingchang Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,www.bsyctz.com,
"Yunnan Liheng Jianye Construction Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Yunnan Lintou Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Lvjun Development Construction Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Mingyue Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Nuoji Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Ruicheng Construction Project Management Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Ruihan Architecture Engineering Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Yunnan Shanshui Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Shenghe Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Shisiye Construction Group Yunnan No.6 Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,www.14y.cn,
"Yunnan Shiyun Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Tianhui Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Weixun Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Yijia Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Zhanyue Road Bridge Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Zhuoshuo Construction Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yunnan Zunying Architecture Engineering Co., Ltd.",Yunnan(China),Headquarters,274234000,,
"Yushan County Gongtou Construction Engineering Co., Ltd.",Jiangxi(China),Headquarters,274234000,www.cnysig.com,
"Yuze Zhihui Construction Engineering Co., Ltd.",Hubei(China),Headquarters,274234000,,
"Zaozhuang Jiaoyun Base Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Zhangjiakou Dongteng Park Construction Development Co., Ltd.",Hebei(China),Headquarters,274234000,,
"Zhangjiakou Dongwo Construction Engineering Co., Ltd.",Hebei(China),Headquarters,274234000,,
"Zhangjiakou Jiaotou Industry Co., Ltd.",Hebei(China),Headquarters,274234000,,
"Zhangjiakou Xuanning Construction Engineering Co., Ltd.",Hebei(China),Headquarters,274234000,,
"Zhangqiu Guokai Communication Technology Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Zhangzhou Yideng Human Resources Service Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhaoqing Guihe Architecture Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhejiang Bairen Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Bairui Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Beilu Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Hongrui Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Hongshun Construction Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Huarong Building Materials Holding Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Kemi Construction Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Lancheng Liren Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,www.bluetowngroup.com,
"Zhejiang Lancheng Taoli Chunfeng Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,www.bluetowngroup.com,
"Zhejiang Lanlin Wanxin Real Estate Development Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Qianye Architecture Engineering Co., Ltd.",Anhui(China),Headquarters,274234000,,
"Zhejiang Qingda Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Santian Construction Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Songgang Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Tianhua Construction Group Co.,Ltd.",Zhejiang(China),Headquarters,274234000,www.zj-tianhua.com,57182301481.0
"Zhejiang Tiannuo Environment Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Tongyue Construction Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,www.zj-cs.com,57585771984.0
"Zhejiang Wanying Architecture Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Wuyu Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Yihui Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Yutai Construction Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Yuxiang Architecture Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Yuyuan Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Zhiwang Zhicheng Construction Development Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Zhonghui Architecture Labor Service Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Zhonglai Construction Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhejiang Zhongyi Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhengfan (Putian) Property Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhengzhou Jiacheng Engineering Management Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhenhong (Shenzhen) Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhenjiang Anlaikang Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Baihong Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Chuangjiu Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Dianzhihao Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Dianzhiji Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Geyuan Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Haoqian Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Jidi Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Jiehao Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Kerui Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Shangguan Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Weiyida Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Xinyi Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Xionglu Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Zhejun Architecture Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Zhensheng Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Zhimao Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Zhizhi Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhenjiang Zhuque Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongbei Construction Group Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Zhongchang Ruitou Construction Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Zhongchen Tourism Development Co., Ltd.",Beijing(China),Headquarters,274234000,www.zcxj77.com,
"Zhongcheng Guoji Engineering (Tianjin) Co., Ltd.",Tianjin(China),Headquarters,274234000,www.jlianco.com,
"Zhongcheng Huirong Industry Group Co., Ltd.",Henan(China),Headquarters,274234000,,18738308777.0
"Zhongcheng Kaichengtou Construction (Shandong) Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Zhongcheng Shangjian (Tianjin) Construction Development Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Zhongcheng Tou Group No.10 Engineering Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
"Zhongchuang Dacheng Group Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Zhongchuanggang Technology Group Architecture Technology Co., Ltd.",Inner Mongolia(China),Headquarters,274234000,,
Zhongdi Construction Engineering Corporation,Jilin(China),Headquarters,274234000,www.zdjs.net,
"Zhonggan Xingyuan Chongqing Construction Co., Ltd.",Chongqing(China),Headquarters,274234000,,
"Zhonggang Guoneng Construction Group Co., Ltd.",Jilin(China),Headquarters,274234000,www.tcjtzgs.com,
"Zhonggong Anjian Engineering Development Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Zhonggong Boxin (Fujian) Industry Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhonggong Yiju (Hainan) Holding Group Co., Ltd.",Hainan(China),Headquarters,274234000,,
"Zhonggou Construction (Shanghai) Co., Ltd.",Shanghai(China),Headquarters,274234000,www.shzgjz.com,
"Zhongguan Construction Co., Ltd.",Shaanxi(China),Headquarters,274234000,www.nokado.cn,
"Zhongguangyue Construction Engineering (Shenzhen) Co., Ltd.",Guangdong(China),Headquarters,274234000,www.dgbnjy.com,
"Zhonghai Construction Engineering Construction (Beijing) Group Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhonghai Jincheng (Langfang) Construction Engineering Co., Ltd.",Hebei(China),Headquarters,274234000,,
"Zhonghai Xinhong (Shanxi) Development Construction Co., Ltd.",Shanxi(China),Headquarters,274234000,,
"Zhonghan Ecology Technology Co., Ltd.",Anhui(China),Headquarters,274234000,,
"Zhonghang Xinyuan Construction Group Weinan Architecture Engineering Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Zhonghe Guocai Construction Engineering Group No.4 Construction Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhonghe Guorui (Chengdu) Construction Development Co., Ltd.",Sichuan(China),Headquarters,274234000,www.hyzkjt.com,
"Zhonghe Wanchang (Beijing) Construction Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhonghecheng Construction (Beijing) Co., Ltd.",Beijing(China),Headquarters,274234000,www.bjzhsnjt.com,
"Zhonghuancheng Development Co., Ltd.",Anhui(China),Headquarters,274234000,,
"Zhongji Hanye (Fujian) Industry Co., Ltd.",Fujian(China),Headquarters,274234000,www.zjhyco.com,
"Zhongjian Construction Engineering (Guangzhou) Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhongjian Straits (Xiamen) Construction Development Co., Ltd.",Fujian(China),Headquarters,274234000,www.cscec.com,
"Zhongjian Tou Urban & Rural Construction Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhongjian Yuanxing (Fujian) Development Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhongjiantou City Development Group (Jiangsu) Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongjiao Urban & Rural Development Construction Co., Ltd.",Beijing(China),Headquarters,274234000,www.curg.com.cn,
"Zhongjin Tiancheng Traffic Construction Co., Ltd.",Shanxi(China),Headquarters,274234000,www.xfgd.net,3516862699.0
"Zhongjing Guoxin Henan Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongjiongge Construction Development Co., Ltd.",Beijing(China),Headquarters,274234000,www.597wg.com,
"Zhongke Yuzhou Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongling Kexing Co., Ltd.",Anhui(China),Headquarters,274234000,,
"Zhonglong Minghui Construction Co., Ltd.",Chongqing(China),Headquarters,274234000,,
"Zhongmei Construction Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongmei Construction Engineering Base Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongmei Construction Engineering Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongmin Group No.6 Engineering Bureau Co., Ltd.",Yunnan(China),Headquarters,274234000,www.cecc56.com,
"Zhongmou County Longsheng Water Conservancy Engineering Construction Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongnie Construction Co., Ltd.",Hunan(China),Headquarters,274234000,,
"Zhongqi (Fujian) Construction Engineering Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhongqi Guohe Construction Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Zhongqinglu (Ningxia) Western Part Construction Development Co., Ltd.",Ningxia(China),Headquarters,274234000,,
"Zhongren Construction Group No.1 Engineering Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Zhongrong Jianmeng Construction Labour Service Sub-Contracting Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Zhongrui Guangxin (Beijing) Architecture Engineering Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhongrun Construction Group No.2 Engineering Co., Ltd.",Sichuan(China),Headquarters,274234000,,
"Zhongrun Steel Structure Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongrun Waterproofing Works Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongruo Construction Co., Ltd.",Zhejiang(China),Headquarters,274234000,,
