company_name,location,location_type,sales,url,phone_number
Veer Chemie And Aromatics Private Limited,Telangana(India),Headquarters,10556609,www.veerchemie.com,4023774210.0
Jackson Laboratories Private Limited,Punjab(India),Headquarters,10472411,www.jacksonlaboraories.com,1832423310.0
Shrish Enterprises Private Limited,Delhi(India),Headquarters,10432235,,1127028470.0
Nemus Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,10420056,,9900039202.0
Sven Genetech Limited,Telangana(India),Headquarters,10401470,www.svenformulation.com,
Quad Lifesciences Private Limited,Punjab(India),Headquarters,10285300,www.quadlifesciences.com,9810281587.0
Natural Capsules Limited,Karnataka(India),Headquarters,10217776,www.naturalcapsules.com,8026561562.0
Primus Remedies Private Limited,Maharashtra(India),Headquarters,10163504,www.primusremedies.com,9848311121.0
Shree Krishnakeshav Laboratories Limited,Gujarat(India),Headquarters,10140336,,7926464018.0
Zen Pharma Private Limited,Maharashtra(India),Headquarters,10131497,www.zenpharma.co,2226365398.0
Sinkhai Healthcare Limited,Maharashtra(India),Headquarters,10124130,www.medleylab.com,
Ultra Drugs Private Limited,Himachal Pradesh(India),Headquarters,10075925,www.ultradrugs.co.in,9218585531.0
A Tosh & Sons (India) Limited,West Bengal(India),Headquarters,10026357,www.tosh.in,9319171700.0
Crescent Formulations Private Limited,Telangana(India),Headquarters,10016915,www.cfpl.co.in,
Life Medicare And Biotech Private Limited,Delhi(India),Headquarters,10016915,www.lifemedicarebiotech.com,1126950311.0
Cian Healthcare Limited,Maharashtra(India),Headquarters,9991708,www.cian.co,9158889009.0
Sol Pharmaceuticals Limited,Telangana(India),Headquarters,9988039,,
Qualigens Pharma Private Limited,Maharashtra(India),Headquarters,9946914,www.qualigenspharma.com,2223080788.0
Indigo Health Care Private Limited,Telangana(India),Headquarters,9942086,,
Hema Laboratories Private Limited,Gujarat(India),Headquarters,9901413,,9825224442.0
Tyche Industries Limited,Andhra Pradesh(India),Headquarters,9876251,www.tycheindustries.net,8842375842.0
Salud Care (India) Private Limited,Gujarat(India),Headquarters,9847253,www.saludcare.co.in,9837055313.0
Maithri Drugs Private Limited,Telangana(India),Headquarters,9806094,www.maithridrugs.com,9966842217.0
Amicus Formulations India Private Limited,Telangana(India),Headquarters,9772600,,
Global Drugs Private Limited,Telangana(India),Headquarters,9772600,,
Hasta Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,9772600,,
Lexmark Pharmaceuticals Private Limited,Gujarat(India),Headquarters,9772600,,
Linc Pharmaceutical Private Limited,Tamil Nadu(India),Headquarters,9772600,,
Neon Antibiotics Private Limited,Maharashtra(India),Headquarters,9772600,www.neonantibiotics.com,
Pharmaid Pharmaceuticals Limited,Telangana(India),Headquarters,9772600,,
Ranpranim Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,9772600,,
Swastik Lifescience Private Limited,Delhi(India),Headquarters,9772600,,
Vishwanath Infracon Limited,Delhi(India),Headquarters,9772600,,
Samrudh Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,9765339,www.samrudhpharma.com,2228725367.0
Trimax Bio Sciences Private Limited,Telangana(India),Headquarters,9744865,www.trimaxbiosciences.com,8095784888.0
Mmc Health Care Limited,Tamil Nadu(India),Headquarters,9734526,www.mmchealthcareindia.com,4424868412.0
Unicorn Natural Products Private Limited,Telangana(India),Headquarters,9712510,www.unicornnature.com,9849152292.0
Bafna Pharmaceuticals Limited,Tamil Nadu(India),Headquarters,9708919,www.bafnapharma.com,4442677555.0
Resonance Specialties Limited,Maharashtra(India),Headquarters,9702514,www.resonancesl.com,2268572824.0
Fulford (India) Limited,Maharashtra(India),Headquarters,9671717,www.fulfordindia.com,2267898888.0
Realcade Lifescience Private Limited,Gujarat(India),Headquarters,9626011,www.realcadelifescience.com,9825070417.0
Prakruti Products Private Limited,Karnataka(India),Headquarters,9617173,www.prakruti.com,8382225000.0
Kilitch Drugs (India) Limited,Maharashtra(India),Headquarters,9597742,www.kilitch.com,2262996300.0
Cinq Micron Chem Private Limited,Himachal Pradesh(India),Headquarters,9597420,,
Adret Retail Private Limited,West Bengal(India),Headquarters,9577148,,9830252155.0
Alkaloids Private Limited,West Bengal(India),Headquarters,9546211,www.alkaloidscorp.com,3322485464.0
Aglowmed Limited,Maharashtra(India),Headquarters,9528501,www.aglowmed.com,9897016616.0
Aquatic Formulations (India) Limited,Maharashtra(India),Headquarters,9503322,www.aquaticformulations.com,
Mercury Laboratories Limited,Gujarat(India),Headquarters,9469751,www.mercurylabs.com,2652281625.0
Viraj Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,9430672,virajpharmaceuticals.com.statsdomain.org,2225008827.0
Mepromax Life Sciences Private Limited,Maharashtra(India),Headquarters,9430341,www.mepro.in,2266372777.0
Vaasavaa Pharmaceuticals Private Limited,Telangana(India),Headquarters,9419325,,9704903355.0
Syschem (India) Limited,Chandigarh(India),Headquarters,9412161,www.syschem.in,1725070471.0
Asiatic Drugs And Pharmaceuticals Private Limited,Delhi(India),Headquarters,9385444,www.asiaticdrugs.com,9312834772.0
Asence Pharma Private Limited,Gujarat(India),Headquarters,9350623,www.asence.com,9825307678.0
Harika Drugs Private Limited,Telangana(India),Headquarters,9340035,www.harikadrugs.com,4023711283.0
Essix Biosciences Limited,Chandigarh(India),Headquarters,9308418,www.indswiftltd.com,1722730503.0
Bamni Proteins Limited,Kerala(India),Headquarters,9300983,www.bamniproteins.com,9049152226.0
Alembic Limited,Gujarat(India),Headquarters,9237540,www.alembiclimited.com,2652280550.0
Sydler Remedies Private Limited,Maharashtra(India),Headquarters,9220371,www.sydlerindia.com,2249311555.0
Wings Pharmaceuticals Private Limited,Delhi(India),Headquarters,9205463,www.wingsbiotech.com,1145933300.0
Vanamali Organics Private Limited,Telangana(India),Headquarters,9177451,www.vanamaliorganics.com,9502112340.0
Allianz Biosciences Private Limited,Tamil Nadu(India),Headquarters,9167457,www.abpl.co.in,4442050000.0
Macmillon Pharmaceuticals Limited,Punjab(India),Headquarters,9137381,www.macmillonpharma.com,
Maan Pharmaceuticals Limited,Gujarat(India),Headquarters,9123307,www.maanpharma.in,9825070124.0
Pharmanza Herbal Private Limited,Gujarat(India),Headquarters,9084129,www.pharmanzaherbals.com,
Andhra Medi Pharma India Private Limited,Andhra Pradesh(India),Headquarters,9039522,www.ampil.in,8662473720.0
Maxmed Life Sciences Private Limited,Delhi(India),Headquarters,9002134,www.maxmedlifesciences.com,9911058530.0
Dr. Morepen Limited,Delhi(India),Headquarters,8970791,www.morepen.com,1123324443.0
Nagarjuna Herbal Concentrates Limited,Kerala(India),Headquarters,8937805,www.nagarjunaayurveda.com,9747553254.0
Praveen Laboratories Private Limited,Gujarat(India),Headquarters,8916404,www.praveenlabs.com,2612411220.0
Claris Lifesciences Limited,Gujarat(India),Headquarters,8844203,www.clarislifesciences.com,7926563331.0
K Patel Dye-Chem Industries Private Limited,Maharashtra(India),Headquarters,8826775,www.kpateldyes.com,
Apicore Pharmaceuticals Private Limited,Gujarat(India),Headquarters,8802894,www.apicore.com,9974566033.0
Mac Remedies Private Limited,Maharashtra(India),Headquarters,8766680,www.macremedies.org,
Daffodil Pharmachem Private Limited,Gujarat(India),Headquarters,8764670,www.daffodilpharma.com,7929705461.0
Teckbond Laboratories Private Limited,Telangana(India),Headquarters,8746477,www.teckbondlabs.com,9849789489.0
Bioneeds India Private Limited,Karnataka(India),Headquarters,8745386,www.bioneeds.in,8162214400.0
Lohitha Life Sciences Private Limited,Telangana(India),Headquarters,8736563,www.lohithalifesciences.com,9100039834.0
Biochemical And Synthetic Products Private Limited,Telangana(India),Headquarters,8722931,www.bio-synth.in,7799774402.0
Discovery Laboratories Private Limited,Telangana(India),Headquarters,8712368,www.discoverypharma.com,4066734016.0
Saimirra Innopharm Private Limited,Tamil Nadu(India),Headquarters,8700241,www.saimirra.com,9578797034.0
Sun Packmet Private Limited,Delhi(India),Headquarters,8647868,www.sunpackmet.com,9742052046.0
J P N Pharma Private Limited,Maharashtra(India),Headquarters,8627541,www.jpnpharma.net,2267141516.0
Troy Chemical (India) Private Limited,Maharashtra(India),Headquarters,8618602,www.troycorp.com,
Raf Holdings Private Limited,Maharashtra(India),Headquarters,8606037,www.sunways.com,2226863172.0
Health Biotech Limited,Chandigarh(India),Headquarters,8588339,www.healthbiotech.in,1724685300.0
Kare Health Specialities Private Limited,Goa(India),Headquarters,8551025,,
Radison Labs Private Limited,Telangana(India),Headquarters,8540162,www.radisonlabs.com,7337551966.0
Punjab Formulations Limited,Madhya Pradesh(India),Headquarters,8472631,www.pdindia.com,
Medplus Health Services Limited,Telangana(India),Headquarters,8442112,www.medplusbeauty.com,
Doctors' Vet-Pharma Private Limited,Telangana(India),Headquarters,8409168,,9848170940.0
North Gujarat Sat Isabgul Inds Private Limited,Gujarat(India),Headquarters,8383639,www.ngsipl.com,9825031099.0
Sterimed Surgicals (India) Private Limited,Delhi(India),Headquarters,8367764,www.ablestick.in,8930008841.0
Ayurwin Pharma Private Limited,Karnataka(India),Headquarters,8329424,www.ayurwin.com,8033725800.0
Benzochem Lifesciences Private Limited,Maharashtra(India),Headquarters,8325202,www.benzochem.com,
Syntho Chirals Private Limited,Telangana(India),Headquarters,8314135,www.synthochirals.com,4027178028.0
Amazing Research Laboratories Limited,Delhi(India),Headquarters,8310947,www.amazingresearchlabs.com,1147522535.0
Shrishma Fine Chemicals And Pharmaceutic Als (Karnataka) Limited,Karnataka(India),Headquarters,8306710,,
Systronics India Limited,Gujarat(India),Headquarters,8298409,www.systronicsindia.in,7927556077.0
Randox Laboratories (India) Private Limited,Maharashtra(India),Headquarters,8279531,www.randox.com,
Par Drugs And Chemicals Limited,Gujarat(India),Headquarters,8265835,www.pardrugs.com,2652342018.0
Gennex Laboratories Limited,Telangana(India),Headquarters,8230801,www.gennexlab.com,4023746451.0
Caplet India Private Limited,West Bengal(India),Headquarters,8215064,www.capletindia.com,3325345002.0
Vibrant Global Salt Private Limited,Maharashtra(India),Headquarters,8212911,www.reliancesalt.com,2241731000.0
Adani Pharmachem Private Limited,Gujarat(India),Headquarters,8189044,www.adanipharma.com,9128272871.0
Pharose Remedies Limited,Jammu & Kashmir(India),Headquarters,8181838,www.pharoseremedies.com,
True Care Biomedix,Gujarat(India),Headquarters,8160121,www.truecarebiomedix.com,7575017011.0
Nirmala Organic Farms & Resorts Private Limited,Delhi(India),Headquarters,8128800,www.panaceabiotec.com,
Radicura Infra Limited,Delhi(India),Headquarters,8128800,www.radhikaheights.com,
Naari Pharma Private Limited,Karnataka(India),Headquarters,8117331,www.naari.co,9159442503.0
Sandu Pharmaceuticals Limited,Maharashtra(India),Headquarters,8106275,www.sandu.in,2225283306.0
S K Jain Trading Private Limited,Delhi(India),Headquarters,8094307,,
Calyx Chemicals And Pharmaceuticals Limited,Maharashtra(India),Headquarters,8079325,www.calyxindia.com,9987511122.0
Zest Pharma,Madhya Pradesh(India),Headquarters,8062395,www.zestpharma.com,9303271406.0
Centurion Laboratories Private Limited,Gujarat(India),Headquarters,8046134,www.centurionremedies.com,2652282061.0
Three B Healthcare Limited,Himachal Pradesh(India),Headquarters,8036054,,9896000067.0
Ikon Remedies Private Limited,Maharashtra(India),Headquarters,8021247,www.ikonremedies.com,7028026000.0
Nature Life Science Private Limited,Maharashtra(India),Headquarters,7966080,,2027612559.0
Thexa Pharma Private Limited,Telangana(India),Headquarters,7957861,www.thexapharma.com,9885011684.0
Xl Laboratories Private Limited,Delhi(India),Headquarters,7955052,www.xlrem.com,1149321000.0
Legend Drugs And Formulations Private Limited,Telangana(India),Headquarters,7915806,www.axykno.com,
Rusan Health Care Private Limited,Maharashtra(India),Headquarters,7915806,www.rusanpharma.com,2228682515.0
Cosmas Research Lab Limited,Punjab(India),Headquarters,7899413,www.cosmas.in,1612306574.0
Avik Pharmaceuticals Limited,Maharashtra(India),Headquarters,7862869,www.avikpharma.com,2267685000.0
Vital Therapeutics And Formulations Private Limited,Telangana(India),Headquarters,7835811,www.vitalpharma.in,9100639993.0
Hi-Tech Pharmaceuticals Private Limited,Telangana(India),Headquarters,7832292,www.hi-techpharma.com,
Hemant Surgical Industries Limited,Maharashtra(India),Headquarters,7787546,www.hemantsurgical.com,2222030935.0
Lark Laboratories (India) Limited,Delhi(India),Headquarters,7786961,www.larklab.com,1140717777.0
Bdh Industries Limited,Maharashtra(India),Headquarters,7775476,www.bdhind.com,2261551234.0
Khanna And Khanna Limited,Uttar Pradesh(India),Headquarters,7744593,,9823109079.0
A N Pharmaceuticals Private Limited,Delhi(India),Headquarters,7727039,www.anpharmaceuticals.com,1141660855.0
Og Corporation India Private Limited,Maharashtra(India),Headquarters,7714987,www.ogcorp.in,9870003961.0
Meck Pharmaceuticals And Chemicals Private Limited,Gujarat(India),Headquarters,7632310,www.meckpharmachem.in,7926401258.0
Blue Tex (India) Private Limited,Gujarat(India),Headquarters,7622983,www.bluetexindia.com,7927680301.0
D R Johns Lab Pharma Private Limited,Delhi(India),Headquarters,7622628,www.drjohnslab.com,1126499171.0
Ecologic Chemicals Limited,Telangana(India),Headquarters,7622628,www.ecologitech.co.in,
Prism Industries Limited,Gujarat(India),Headquarters,7607868,www.prismindustriesltd.com,9825051262.0
Kemwell Biopharma Private Limited,Karnataka(India),Headquarters,7577706,www.kemwellpharma.com,
Brundavan Laboratories Private Limited,Telangana(India),Headquarters,7544018,www.brundavanlabs.com,4023735395.0
Psa Chemicals And Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,7481993,www.psachem.com,2241713601.0
Almet Corporation Limited,Maharashtra(India),Headquarters,7476039,www.vascon.com,2224927234.0
Ratnamani Healthcare Private Limited,Gujarat(India),Headquarters,7464036,www.ratnamanihealthcare.com,7927415501.0
Provet Pharma Private Limited,Tamil Nadu(India),Headquarters,7353279,www.provet.in,4422442127.0
Sam Fine O Chem Limited,Gujarat(India),Headquarters,7329758,www.samfinechem.com,
Curewell (India) Limited,Delhi(India),Headquarters,7329450,www.medicineindia.org,
Shalaks Pharmaceuticals Private Limited,Delhi(India),Headquarters,7329450,,
Ratchet Laboratories Limited,Chandigarh(India),Headquarters,7321073,www.ratchetindia.com,
Auro Laboratories Limited,Maharashtra(India),Headquarters,7306788,www.aurolabs.com,9324642244.0
Shanku'S Pharmaceuticals,Gujarat(India),Headquarters,7291495,www.shankuspharma.com,9099080089.0
Excellar Healthcare Private Limited,Maharashtra(India),Headquarters,7266618,www.excellar.in,2225476052.0
Cotec Healthcare Private Limited,Delhi(India),Headquarters,7256362,,
R.K. Laboratories Private Limited,Chandigarh(India),Headquarters,7231724,,9216532801.0
Simchem Private Limited,Goa(India),Headquarters,7231724,,
Vaishali Pharma Limited,Maharashtra(India),Headquarters,7220555,www.vaishalipharma.com,2228946722.0
Krs Pharmaceuticals Private Limited,Telangana(India),Headquarters,7219383,www.krspharma.com,4023176686.0
Halcyon Labs Private Limited,Maharashtra(India),Headquarters,7184140,www.halcyonlabs.com,2224158860.0
Anphar Organics Private Limited,Jammu & Kashmir(India),Headquarters,7182861,,9906908022.0
Oxygenta Pharmaceutical Limited,Telangana(India),Headquarters,7181807,www.ssorganics.co.in,4023743107.0
Chandra Life Sciences Private Limited,Telangana(India),Headquarters,7169342,www.chandralifesciences.com,4042100141.0
Abhiflax Pharma-Chem Private Limited,Maharashtra(India),Headquarters,7168445,www.abhiflax.com,2222082017.0
Spansules Pharmatech Private Limited,Telangana(India),Headquarters,7144579,www.spansulespharma.com,4046679999.0
Thinq Pharma-Cro Limited,Maharashtra(India),Headquarters,7113270,www.thinqcro.com,2225816800.0
Molbio Diagnostics Private Limited,Goa(India),Headquarters,7109168,www.molbiodiagnostics.com,8322783267.0
Enal Drugs Private Limited,Telangana(India),Headquarters,7088208,www.enaldrugs.com,4023193623.0
Shri Sai Balaji Pharmatech Private Limited,Haryana(India),Headquarters,7086532,,9218348156.0
Harshita Organics Limited,Delhi(India),Headquarters,7083810,,
Pell Tech Health Care Private Limited,Maharashtra(India),Headquarters,7062879,www.pelltechhealthcare.com,2267525302.0
Cyano Pharma Private Limited,Madhya Pradesh(India),Headquarters,7057925,www.cyanopharmagroup.com,7312426700.0
Global Pharma Healthcare Private Limited,Tamil Nadu(India),Headquarters,7056248,www.global-pharma.com,4424726002.0
Goa Antibiotics And Pharmaceuticals Limited,Goa(India),Headquarters,7044363,www.gaplgoa.com,8322201244.0
Zaneka Healthcare Limited,Uttarakhand(India),Headquarters,6962517,www.zanekahealthcare.com,9997971077.0
Jc Biotech Private Limited,Telangana(India),Headquarters,6953102,www.jcbiotech.com,4023542124.0
Standard Pharmaceuticals Limited,West Bengal(India),Headquarters,6931422,www.mjindia.com,9810304180.0
Bion Therapeutics (India) Private Limited,Telangana(India),Headquarters,6901002,www.bionindia.co.in,4023235533.0
Unimarck Pharma (India) Limited,Chandigarh(India),Headquarters,6878634,www.unimarck.com,9216901170.0
Ami Lifesciences Private Limited,Gujarat(India),Headquarters,6812674,www.amilifesciences.com,2652323046.0
Relixir Pharmaceuticals Private Limited,Telangana(India),Headquarters,6812674,www.relixirpharma.com,9133322899.0
Lifecare Neuro Products Limited,Uttar Pradesh(India),Headquarters,6802106,www.lifecareneuro.com,9318058855.0
Surya Kala Labaratories Private Limited,Telangana(India),Headquarters,6780552,www.suryakalalabs.com,7780398744.0
Panchsheel Organics Limited,Maharashtra(India),Headquarters,6764830,www.panchseelorganicsltd.com,9821053955.0
Supreem Pharmaceuticals Mysore Private Limited,Karnataka(India),Headquarters,6734700,www.supreempharma.in,9900043495.0
Vasa Pharma Chem Private Limited,Gujarat(India),Headquarters,6708772,www.vasapharmachem.com,7926608012.0
Pharmanza (India) Private Limited,Gujarat(India),Headquarters,6706549,www.pharmanza.com,9724992640.0
Chemeca Drugs Private Limited,Telangana(India),Headquarters,6691020,www.chemeca.com,4023892539.0
Abhilasha Pharma Private Limited,Gujarat(India),Headquarters,6674910,www.abhilashapharma.com,9824153455.0
Smayan Healthcare Private Limited,Chandigarh(India),Headquarters,6665962,www.smayanhealthcare.com,9023822133.0
Maharshi Pharma Chem Private Limited,Gujarat(India),Headquarters,6664159,www.maharshipharmachem.com,7940359347.0
Leamak Health Care Private Limited,Gujarat(India),Headquarters,6662280,www.leamak.com,9825236836.0
Celestial Biolabs Limited,Telangana(India),Headquarters,6642257,www.celestiallabs.com,
Auro Industries Limited,West Bengal(India),Headquarters,6619225,www.auroltd.com,3324006302.0
Chemic Life Sciences Private Limited,Telangana(India),Headquarters,6610493,www.chemiclifesciences.com,4023720081.0
Lohitha Laboratories,Telangana(India),Headquarters,6592698,www.lohithalifesciences.com,8498058780.0
Ion Healthcare Private Limited,Punjab(India),Headquarters,6591011,,9878610690.0
Vasudha Chemicals Private Limited,Maharashtra(India),Headquarters,6582755,www.vasudhachem.com,2221640407.0
Biovitamins Private Limited,Karnataka(India),Headquarters,6547642,www.biovitaminsindia.com,9743599206.0
Optimus Pharma Private Limited,Telangana(India),Headquarters,6542692,www.optimuspharma.com,
Gnosis Pharmaceuticals Private Limited,Delhi(India),Headquarters,6540874,www.gnosispharmaceutical.com,9958190073.0
Triton Health Care Private Limited,Tamil Nadu(India),Headquarters,6535386,www.tritonhc.com,4440000400.0
Arvee Laboratories (India) Limited,Gujarat(India),Headquarters,6502167,www.arveelabs.com,2717430479.0
Starlite Industries Private Limited,Delhi(India),Headquarters,6485230,www.starliteindustries.com,1147032365.0
Encore Healthcare Private Limited,Maharashtra(India),Headquarters,6484303,www.encorehealthcare.in,2224198000.0
Wexford Laboratories Private Limited,Karnataka(India),Headquarters,6469837,www.wexfordindia.com,
Gpsar Healthcare Limited,Gujarat(India),Headquarters,6457042,www.planethealth.in,9825801060.0
Ms Biotech Private Limited,Telangana(India),Headquarters,6443982,,
Aurochem Pharmaceuticals (India) Private Limited,Maharashtra(India),Headquarters,6387872,www.aurochemlabs.com,2228858503.0
Origin Formulations Private Limited,Gujarat(India),Headquarters,6377188,www.originformulations.com,
Pharma Impex Laboratories Private Limited,West Bengal(India),Headquarters,6366501,www.pharmaimpexlab.com,3329700097.0
Rui Laboratories Private Limited,Telangana(India),Headquarters,6365425,www.ruilaboratories.com,4023158484.0
Protech Bio Systems Private Limited,Delhi(India),Headquarters,6359981,www.protechbiosystem.com,1244214021.0
Apex Drugs Limited,Telangana(India),Headquarters,6356324,www.apexdrugs.net,4023717365.0
Kim Laboratories Private Limited,Haryana(India),Headquarters,6352190,www.kimlabs.in,9760020890.0
Vysali Pharmaceuticals Limited,Kerala(India),Headquarters,6352190,www.vysalipharma.com,4842411307.0
Tridoss Laboratories Private Limited,Maharashtra(India),Headquarters,6346720,,2224952771.0
Mac Laboratories Limited,Maharashtra(India),Headquarters,6335094,,
Sangharsh Lifecare Private Limited,Gujarat(India),Headquarters,6321321,www.sangharshlifecare.com,9925655333.0
Enicar Pharmaceuticals Private Limited,Maharashtra(India),Headquarters,6317783,www.enicarpharma.com,2525661095.0
Ucb India Private Limited,Maharashtra(India),Headquarters,6286864,www.ucb.com,
Pharmaceutical Research Associates India Private Limited,Maharashtra(India),Headquarters,6271778,www.iconplc.com,
Bioxera Pharma Private Limited,Maharashtra(India),Headquarters,6249396,www.bioxerapharma.com,2224454109.0
Godrej Seeds & Genetics Limited,Maharashtra(India),Headquarters,6215472,www.godrejagrovet.com,2225188010.0
Jaahnavee Lifesciences Private Limited,Telangana(India),Headquarters,6205601,,9848727500.0
Lenus Life Care Private Limited,Himachal Pradesh(India),Headquarters,6189732,www.lenuslifecare.com,719230176.0
Srikar Laboratories Private Limited,Telangana(India),Headquarters,6186373,www.srikarlabs.com,8886811153.0
Lyka Labs Limited,Maharashtra(India),Headquarters,6174074,www.lykalabs.com,2266112200.0
Alekhya Drugs Private Limited,Telangana(India),Headquarters,6164745,www.alekhyadrugs.com,4023818293.0
Athena Drug Delivery Solutions Private Limited,Maharashtra(India),Headquarters,6132465,www.athenadds.com,2267370700.0
Maxheal Laboratories Private Limited,Maharashtra(India),Headquarters,6132289,www.maxheal.in,2226786103.0
Om Pharmaceuticals Limited,Maharashtra(India),Headquarters,6129770,www.ompharmaceutical.com,2502338315.0
Vanan Pharma Private Limited,Tamil Nadu(India),Headquarters,6124068,www.vananpharma.com,
Makers Laboratories Limited,Maharashtra(India),Headquarters,6107318,www.makerslabs.com,2266474747.0
Grandcure Healthcare Private Limited,Delhi(India),Headquarters,6059012,www.grandcure.com,1141644153.0
Carenow Medical Private Limited,Tamil Nadu(India),Headquarters,6050417,www.carenowmedical.com,4222914949.0
Bennet Pharmaceuticals Limited,Gujarat(India),Headquarters,6040422,www.bennetpharmaceuticals.com,2652225479.0
Unimed Technologies Limited,Gujarat(India),Headquarters,6040051,www.unimed.co.in,2676610600.0
Rhydburg Pharmaceuticals Limited,Uttarakhand(India),Headquarters,6037166,www.rplglobal.com,9917158999.0
Lok-Beta Pharmaceuticals (India) Private Limited,Maharashtra(India),Headquarters,6036153,www.lokbeta.in,2225898838.0
Anthem Bio Pharma Private Limited,Karnataka(India),Headquarters,6010149,www.anthembio.com,8066724000.0
Divine Laboratories Private Limited,Gujarat(India),Headquarters,6010149,www.truecarebiomedix.com,9819067740.0
Aalidhra Pharmachem Private Limited,Gujarat(India),Headquarters,6003172,www.aalidhrapharmachem.com,2653006500.0
Olive Lifesciences Private Limited,Karnataka(India),Headquarters,6002478,www.olivelifesciences.com,8042113536.0
Embiotic Laboratories Private Limited,Karnataka(India),Headquarters,5986962,www.embiotic.net,8028437115.0
Snj Labs Private Limited,Gujarat(India),Headquarters,5986962,www.snjlabs.com,7575820009.0
Scorp Bio Medicines Private Limited,Tamil Nadu(India),Headquarters,5941260,www.scorpbiomedicines.com,4423622800.0
Swetchem Antibiotics Limited,Haryana(India),Headquarters,5941260,,
Kerala Ayurveda Limited,Karnataka(India),Headquarters,5935016,www.keralaayurveda.biz,9562508423.0
Sunglow Pharmaceuticalss Private Limited,Puducherry(India),Headquarters,5925964,www.sunglowlifescience.com,4132277313.0
Flagship Biotech International Private Limited,Maharashtra(India),Headquarters,5925771,www.flagshipbiotech.com,2240659200.0
Nakasa Crop Science Private Limited,Telangana(India),Headquarters,5912423,www.nakasacropscience.com,9849758822.0
Venkar Chemicals Private Limited,Telangana(India),Headquarters,5902007,www.venkarchemicals.com,4023818135.0
Smilax Healthcare Private Limited,Rajasthan(India),Headquarters,5887047,,9001296104.0
Vaman Pharma Private Limited,Karnataka(India),Headquarters,5874960,www.vamanpharma.com,8026586116.0
Adonis Laboratories Private Limited,Maharashtra(India),Headquarters,5863560,www.adonislab.com,2227894499.0
Regent Chemicals Limited,Maharashtra(India),Headquarters,5863560,,
Wave International Limited,Delhi(India),Headquarters,5863560,,
Sri Vyjayanthi Labs Private Limited,Andhra Pradesh(India),Headquarters,5856568,www.srivyjayanthilabs.in,9959551278.0
Arinna Lifesciences Limited,Gujarat(India),Headquarters,5826171,www.arinnalifesciences.com,8141344251.0
Srikem Laboratories Private Limited,Maharashtra(India),Headquarters,5815219,www.srikem.com,2227402408.0
Astrum Healthcare Private Limited,Maharashtra(India),Headquarters,5814697,www.astrumhealthcare.in,2225013224.0
Medibios Laboratories Limited,Maharashtra(India),Headquarters,5814697,www.medibios.net,2228841049.0
Elan Pharma (India) Private Limited,Maharashtra(India),Headquarters,5812064,www.elan-pharma.com,2225579494.0
Astam Healthcare Private Limited,Himachal Pradesh(India),Headquarters,5812002,www.astamhealthcare.com,9117952362.0
Dhara Lifescience Private Limited,Gujarat(India),Headquarters,5790322,www.dharalifescience.com,7932424051.0
Maiva Pharma Private Limited,Tamil Nadu(India),Headquarters,5738261,www.maivapharma.com,4344406104.0
Gujarat Flavours Private Limited,Gujarat(India),Headquarters,5716971,www.gujaratflavours.com,
V S International Private Limited,Maharashtra(India),Headquarters,5666652,www.vsinternational.co.in,2224988779.0
Pegasus Farmaco (India) Private Limited,Telangana(India),Headquarters,5657436,www.pegasusfarmaco.com,4027620121.0
Vera Pharma Limited,Telangana(India),Headquarters,5619245,,
A.Es Engineers Private Limited,Delhi(India),Headquarters,5608441,,9873899935.0
Satwik Drugs Limited,Maharashtra(India),Headquarters,5585026,www.satwikdrug.com,
Stedman Pharmaceuticals Private Limited,Tamil Nadu(India),Headquarters,5575118,www.stedmanpharma.com,4424911355.0
Relief Biotech Private Limited,Uttar Pradesh(India),Headquarters,5499583,www.reliefbiotech.com,8885808790.0
Ayurnet Healthcare Private Limited,Gujarat(India),Headquarters,5484240,www.ayurnethealthcare.com,7940064015.0
Kremoint Pharma Private Limited,Maharashtra(India),Headquarters,5450137,www.kremointpharma.com,2512620273.0
Bio Star Labs Private Limited,Telangana(India),Headquarters,5419200,,
Shreeman Diagno Plast India Private Limited,Telangana(India),Headquarters,5419200,www.shreemandiagnoplast.co.in,9963424449.0
Makcur Laboratories Limited,Gujarat(India),Headquarters,5386281,www.makcur.com,9825068930.0
Ramdev Chemical Private Limited,Maharashtra(India),Headquarters,5367644,ramdev.ipca.com,2262105000.0
Rapross Pharmaceuticals Private Limited,Delhi(India),Headquarters,5348483,www.rapross.com,1147001010.0
Siddharth Interchem Private Limited,Gujarat(India),Headquarters,5347961,www.sipltd.net,9979898022.0
Krebs Biochemicals And Industries Limited,Telangana(India),Headquarters,5329227,www.krebsbiochem.com,9121144985.0
Vani Pharma Labs Limited,Telangana(India),Headquarters,5271953,www.vanigroup.com,9849242574.0
Rishon Laboratories Private Limited,Telangana(India),Headquarters,5256471,,919848223939.0
Avp Marketing And Exports Limited,Tamil Nadu(India),Headquarters,5255730,www.avpayurveda.com,
Champion Advanced Materials Private Limited,Maharashtra(India),Headquarters,5245023,www.singhaniagroup.com,2240024100.0
Actgen Pharma Private Limited,Maharashtra(India),Headquarters,5182679,www.actgen.in,
